date,HARTA-C11: CW HARTALEGA HOLDINGS BERHAD (CIMB),HARTA-C15: CW HARTALEGA HOLDINGS BERHAD (MACQ),HARTA-C16: CW HARTALEGA HOLDINGS BERHAD (AM),HARTA-C17: CW HARTALEGA HOLDINGS BERHAD (RHB),HARTA-C18: CW HARTALEGA HOLDINGS BERHAD (CIMB),HARTA-C19: CW HARTALEGA HOLDINGS BERHAD (RHB),HARTA-C20: CW HARTALEGA HOLDINGS BERHAD (MACQ),HARTA-C21: CW HARTALEGA HOLDINGS BERHAD (KIBB),HARTA-C22: CW HARTALEGA HOLDINGS BERHAD (CIMB),HARTA-C23: CW HARTALEGA HOLDINGS BERHAD (MIBB),IHH-C10: CW IHH HEALTHCARE BERHAD (MACQ),IHH-C11: CW IHH HEALTHCARE BERHAD (MIBB),IHH-C7: CW IHH HEALTHCARE BERHAD (CIMB),IHH-C8: CW IHH HEALTHCARE BERHAD (AM),IHH-C9: CW IHH HEALTHCARE BERHAD (RHB),KOSSAN-C1: CW KOSSAN RUBBER INDUSTRIES BERHAD (KIBB),KOSSAN-CY: CW KOSSAN RUBBER INDUSTRIES BERHAD (RHB),KOSSAN-CZ: CW KOSSAN RUBBER INDUSTRIES BERHAD (RHB),KPJ-CR: CW KPJ HEALTHCARE BERHAD (RHB),KPJ-CS: CW KPJ HEALTHCARE BERHAD (CIMB),KPJ-CT: CW KPJ HEALTHCARE BERHAD (MIBB),SUPERMX-C48: CW SUPERMAX CORPORATION BERHAD (CIMB),SUPERMX-C50: CW SUPERMAX CORPORATION BERHAD (MACQ),SUPERMX-C51: CW SUPERMAX CORPORATION BERHAD (AM),SUPERMX-C52: CW SUPERMAX CORPORATION BERHAD (MACQ),SUPERMX-C53: CW SUPERMAX CORPORATION BERHAD (MACQ),SUPERMX-C54: CW SUPERMAX CORPORATION BERHAD (MIBB),SUPERMX-C55: CW SUPERMAX CORPORATION BERHAD (CIMB),SUPERMX-C56: CW SUPERMAX CORPORATION BERHAD (RHB),SUPERMX-C57: CW SUPERMAX CORPORATION BERHAD (MACQ),SUPERMX-C58: CW SUPERMAX CORPORATION BERHAD (KIBB),SUPERMX-C59: CW SUPERMAX CORPORATION BERHAD (CIMB),SUPERMX-C60: CW SUPERMAX CORPORATION BERHAD (RHB),SUPERMX-C61: CW SUPERMAX CORPORATION BERHAD (AM),SUPERMX-C62: CW SUPERMAX CORPORATION BERHAD (MACQ),SUPERMX-C63: CW SUPERMAX CORPORATION BERHAD (KIBB),SUPERMX-C64: CW SUPERMAX CORPORATION BERHAD (AM),SUPERMX-C65: CW SUPERMAX CORPORATION BERHAD (RHB),SUPERMX-C66: CW SUPERMAX CORPORATION BERHAD (CIMB),SUPERMX-C67: CW SUPERMAX CORPORATION BERHAD (MACQ),TOPGLOV-C33: CW TOP GLOVE CORPORATION BERHAD (CIMB),TOPGLOV-C40: CW TOP GLOVE CORPORATION BERHAD (RHB),TOPGLOV-C41: CW TOP GLOVE CORPORATION BHD (CIMB),TOPGLOV-C42: CW TOP GLOVE CORPORATION BERHAD (MACQ),TOPGLOV-C43: CW TOP GLOVE CORPORATION BERHAD (KIBB),TOPGLOV-C44: CW TOP GLOVE CORPORATION BERHAD (MACQ),TOPGLOV-C45: CW TOP GLOVE CORPORATION BERHAD (MIBB),TOPGLOV-C46: CW TOP GLOVE CORPORATION BERHAD (MACQ),TOPGLOV-C47: CW TOP GLOVE CORPORATION BERHAD (RHB),TOPGLOV-C48: CW TOP GLOVE CORPORATION BERHAD (CIMB),TOPGLOV-C49: CW TOP GLOVE CORPORATION BERHAD (KIBB),TOPGLOV-C50: CW TOP GLOVE CORPORATION BERHAD (AM),TOPGLOV-C51: CW TOP GLOVE CORPORATION BERHAD (MACQ),TOPGLOV-C52: CW TOP GLOVE CORPORATION BERHAD (MACQ)
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.0952380952380952,-0.04347826086956525,,,-0.040000000000000036,,0.0,-0.0454545454545455,0.0,,0.0,,0.0,-0.3,,0.0,0.0,0.0,-0.11111111111111106,-0.5,0.0,-0.15384615384615388,-0.07999999999999996,-0.16000000000000006,-0.06250000000000007,-0.05000000000000005,0.0,0.0,-0.05882352941176475,,,,,,0.0,0.0,0.2500000000000001,0.0,0.0,0.0,0.0,-0.04347826086956525,0.03703703703703707,,,,,
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736847,0.0,-0.4,,-0.04166666666666659,,0.0,-0.04761904761904753,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736847,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,-0.20000000000000004,-0.0833333333333333,-0.10000000000000007,-0.0833333333333333,-0.0454545454545455,-0.03571428571428574,-0.3666666666666665,,,,
2019-02-28,0.0,0.0,-0.75,0.0,0.0,-0.2500000000000001,-0.055555555555555455,-0.13636363636363635,-0.055555555555555455,,0.13043478260869565,,0.0,0.04999999999999991,0.05555555555555562,,-0.3333333333333333,,0.0,-0.14285714285714296,,0.0,0.0,0.0,-0.14285714285714296,0.0,0.0,-0.18181818181818185,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,-0.06250000000000007,0.0,,,,,0.0,0.0,-0.4000000000000001,-0.12499999999999993,-0.18181818181818185,-0.11111111111111106,-0.09090909090909087,-0.14285714285714285,-0.18518518518518529,-0.21052631578947373,-0.08823529411764712,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.05882352941176459,0.05263157894736847,0.11764705882352935,,-0.038461538461538484,,0.0,0.09523809523809533,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.16666666666666682,0.0,0.0,0.11111111111111124,0.0,0.0,0.0,0.05555555555555562,-0.09090909090909087,0.0,0.06666666666666674,-0.06666666666666654,,,,,0.0,0.0,0.3333333333333334,0.14285714285714274,0.11111111111111124,0.12499999999999993,0.0,0.05555555555555562,0.0454545454545455,0.13333333333333347,0.03225806451612906,,,
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736847,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.14285714285714296,0.0,0.0,0.0,0.0,-0.04761904761904753,-0.13333333333333328,0.0,-0.10000000000000007,0.0,-0.06250000000000007,0.0,0.0,-0.26666666666666666,,,0.0,0.0,-0.2500000000000001,-0.12499999999999993,-0.10000000000000007,-0.11111111111111106,0.0,0.0,0.0,0.0,-0.031250000000000035,-0.2333333333333333,,
2019-03-05,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,-0.11111111111111106,0.0,-0.11111111111111106,,0.08000000000000007,,0.0,0.13043478260869565,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.1666666666666666,0.0,0.0,-0.10000000000000007,-0.0869565217391305,0.0,0.0,-0.05263157894736847,-0.11111111111111106,0.0,0.0,0.0,-0.4,0.0,,,0.0,0.0,-0.3333333333333333,-0.14285714285714296,0.11111111111111124,-0.12499999999999993,-0.05000000000000005,-0.05263157894736847,0.0,-0.11764705882352952,0.0,-0.04347826086956525,,
2019-03-06,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.10000000000000007,0.0,,-0.03703703703703707,,0.0,-0.07692307692307697,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.20000000000000004,0.0,0.0,0.0,0.0,-0.05000000000000005,0.0,0.0,0.0,0.0,-0.06666666666666654,0.0,0.0,-0.0454545454545455,,,0.0,0.0,0.0,0.0,-0.20000000000000004,0.14285714285714274,0.05263157894736847,0.0,0.0,0.06666666666666674,-0.03225806451612906,0.0,,
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06250000000000007,,0.07692307692307697,,0.0,0.08333333333333341,0.1052631578947368,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2500000000000001,0.0,0.0,0.0,0.0,0.05263157894736847,0.0,0.0,0.0,0.0,0.07142857142857129,0.0,0.05555555555555562,0.0,,,0.0,0.0,0.4999999999999999,0.0,0.12499999999999993,0.0,0.0,0.0,-0.04347826086956525,0.0,0.03333333333333337,0.0,,
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.03571428571428574,,0.0,0.0,-0.04761904761904753,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.20000000000000004,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,-0.055555555555555455,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.12499999999999993,-0.05000000000000005,0.0,-0.0454545454545455,0.0,-0.03225806451612906,0.0,,
2019-03-11,0.0,0.0,1.0,0.0,0.0,0.0,-0.1875,-0.16666666666666666,-0.23529411764705885,,0.0,,0.0,-0.07692307692307697,-0.05000000000000005,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2500000000000001,0.0,0.0,-0.22222222222222213,-0.0952380952380952,0.0,0.0,-0.05882352941176475,0.0,0.0,-0.13333333333333328,0.0,-0.1052631578947368,-0.0952380952380952,-0.4333333333333333,,0.0,0.0,0.0,-0.3333333333333333,-0.22222222222222213,-0.2857142857142857,-0.1052631578947368,-0.11111111111111106,-0.14285714285714285,-0.12499999999999993,-0.09999999999999992,0.0,,
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,-0.13333333333333328,-0.15384615384615388,,-0.03703703703703707,,0.0,0.04166666666666671,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,-0.15,-0.0833333333333333,0.0,-0.12499999999999993,0.0,0.0,-0.14285714285714296,0.0,0.0,0.0,,0.0,0.0,0.0,0.2500000000000001,-0.14285714285714296,0.1999999999999999,-0.05882352941176475,0.0,0.05555555555555562,0.0,0.0,0.0,,
2019-03-13,0.0,0.0,0.0,-0.7999999999999999,0.0,0.0,-0.0833333333333333,0.0,-0.09090909090909087,,0.038461538461538484,,0.0,0.0,0.0,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,-0.05263157894736847,-0.11764705882352952,-0.09090909090909087,-0.12499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,-0.05882352941176475,,0.0,-0.5,-0.5,-0.20000000000000004,-0.1666666666666666,-0.1666666666666666,-0.06250000000000007,-0.12499999999999993,-0.15789473684210525,-0.14285714285714296,-0.07407407407407414,-0.18181818181818185,,
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.09090909090909087,0.0,0.0,,0.0,,0.0,-0.040000000000000036,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.07142857142857129,0.0,0.0,0.0,0.0,-0.05882352941176475,0.0,0.0,,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,0.06666666666666674,0.0,0.06250000000000007,0.0,0.0,0.0,,
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,0.1999999999999999,,-0.03703703703703707,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.2500000000000001,0.16666666666666682,0.1999999999999999,0.1875,0.21428571428571425,0.1764705882352941,0.25,0.15999999999999992,0.16666666666666666,,
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333341,,0.0,,0.0,-0.04166666666666659,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.14285714285714296,-0.055555555555555455,0.06666666666666674,0.0,-0.06666666666666654,0.0,0.0,-0.07692307692307697,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736847,-0.05882352941176475,0.0,-0.06666666666666654,-0.034482758620689495,0.0,,
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.038461538461538484,,-0.10000000000000007,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,-0.5789473684210527,0.0,-0.05882352941176475,-0.06250000000000007,0.0,-0.07142857142857148,-0.14285714285714296,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,-0.05000000000000005,-0.07142857142857148,0.0,-0.04761904761904753,,
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.07407407407407414,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.13333333333333328,0.0,0.0,0.0,0.0,0.0,-0.1666666666666666,0.0,0.0,0.0,,0.0,0.0,-0.5,0.0,0.0,0.0,0.05555555555555562,0.06666666666666674,0.05263157894736847,0.07692307692307697,0.0,0.04999999999999991,,
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15384615384615388,,-0.040000000000000036,,0.11111111111111124,-0.0869565217391305,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.06250000000000007,0.0,0.0,-0.07692307692307697,0.0,0.0,-0.0833333333333333,0.0,-0.12499999999999993,-0.15789473684210525,-0.06666666666666654,,0.0,0.0,0.0,-0.20000000000000004,-0.14285714285714296,-0.1666666666666666,-0.1052631578947368,-0.12499999999999993,0.0,-0.07142857142857148,-0.07142857142857148,-0.0952380952380952,,
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.23076923076923075,0.0,-0.09090909090909087,,0.04166666666666671,,-0.3,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07142857142857148,,0.0,0.0,0.0,0.0,-0.1666666666666666,0.0,-0.11764705882352952,-0.07142857142857148,-0.15,0.0,-0.038461538461538484,-0.05263157894736847,,
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2142857142857144,0.0,,-0.040000000000000036,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,-0.20000000000000004,-0.06666666666666654,0.0,0.0,-0.1666666666666666,0.0,0.0,-0.09090909090909087,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333347,0.07692307692307697,0.05882352941176459,0.0,0.0,0.05555555555555562,,
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.15384615384615388,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,-0.07142857142857148,0.0,0.0,,0.0,0.0,0.0,-0.2500000000000001,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,0.0,0.0,,
2019-03-27,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.09090909090909087,0.11111111111111124,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.07142857142857129,0.09090909090909087,-0.20000000000000004,0.09999999999999996,0.0,0.0,0.09999999999999996,0.0,0.07692307692307697,0.0,0.0,,0.0,,0.0,0.3333333333333334,0.0,0.0,-0.05882352941176475,0.0,0.0,0.08333333333333341,0.08000000000000007,0.05263157894736847,,
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09090909090909087,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,-0.03703703703703707,-0.10000000000000007,-0.09999999999999992,-0.0952380952380952
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111124,0.0,0.0,-0.03571428571428574,-0.14285714285714296,0.0,0.0,-0.5,,0.0,,0.0,-0.4333333333333333,0.0,0.0,,0.0,0.0,0.0,0.2500000000000001,0.2,0.16666666666666682,0.0,0.18181818181818185,0.0,-0.4444444444444444,0.1999999999999999,0.22222222222222227,0.07142857142857129,0.0,0.07692307692307697,0.11111111111111124,0.0,,0.0,0.2500000000000001,0.4000000000000001,0.4000000000000001,0.12499999999999993,0.21428571428571425,0.0,0.0,0.11538461538461528,0.16666666666666666,0.07407407407407393,0.1052631578947368
2019-04-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.10344827586206906,-0.2083333333333333,-0.14814814814814814,0.0,-0.3809523809523809,0.0,0.0,,0.0,,-0.5,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.12499999999999993,0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.14285714285714296,0.0,-0.05882352941176475,0.16666666666666666,0.14285714285714274,0.0,0.0,0.03448275862068969,0.0
2019-04-02,,0.0,0.0,0.0,0.0,0.0,0.09999999999999996,0.0,-0.0833333333333333,0.0,-0.21052631578947373,-0.13043478260869565,-0.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,0.1999999999999999,0.05555555555555562,0.07142857142857129,0.0,0.0,0.16666666666666682,0.0,0.08333333333333341,0.0,0.06666666666666674,0.0,0.07142857142857129,0.04999999999999991,,,0.0,-0.20000000000000004,0.0,0.0,0.05555555555555562,0.06250000000000007,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06250000000000007,0.2,0.15,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,0.16666666666666682,0.15789473684210525,0.13333333333333347,0.11111111111111124,0.14285714285714274,0.14285714285714274,0.0,0.07692307692307697,0.0,0.12499999999999993,0.31249999999999994,0.06666666666666674,0.0,,,0.0,0.0,0.0,0.16666666666666682,0.0,0.0,0.0,0.0,0.03448275862068969,0.04761904761904767,0.03333333333333337,0.023809523809523832
2019-04-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333341,0.0,0.05882352941176459,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.11764705882352935,0.0,,,,,0.0,-0.14285714285714296,-0.13636363636363635,0.0,-0.10000000000000007,-0.12499999999999993,0.0,0.0,-0.07142857142857148,0.0,-0.055555555555555455,0.0,0.0,0.04761904761904767,,,0.0,-0.2500000000000001,0.0,-0.14285714285714296,-0.05263157894736847,-0.05882352941176475,0.0,-0.12499999999999993,0.0,0.0,-0.03225806451612906,0.0
2019-04-05,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,-0.1666666666666666,-0.1052631578947368,-0.23529411764705885,-0.11111111111111106,-0.07142857142857148,0.0,0.0,-0.07692307692307697,0.0,0.0,0.0,0.0,-0.0454545454545455,,,0.0,0.0,-0.14285714285714296,-0.1666666666666666,-0.055555555555555455,0.0,0.0,-0.07142857142857148,-0.06666666666666654,0.0,-0.06666666666666654,-0.046511627906976785
2019-04-08,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.18181818181818185,0.0,0.0,0.0,-0.3333333333333333,,0.0,0.0,,0.0,,0.0,-0.05263157894736847,0.0,,,,,0.0,0.0,0.0,-0.07692307692307697,-0.12499999999999993,-0.07692307692307697,0.0,0.0,0.0,0.0,-0.11764705882352952,0.0,-0.12499999999999993,-0.0952380952380952,,,0.0,0.3333333333333334,-0.1666666666666666,0.0,-0.05882352941176475,-0.12499999999999993,0.0,0.0,-0.03571428571428574,0.0,-0.03571428571428574,0.0
2019-04-09,,0.0,,0.0,0.0,0.0,0.0,-0.07692307692307697,0.22222222222222227,0.0,-0.055555555555555455,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.05555555555555562,0.0,,,,,0.0,-0.20000000000000004,-0.05882352941176475,-0.0833333333333333,0.0,0.0,0.0,0.0,-0.1666666666666666,0.0,-0.06666666666666654,0.0,-0.07142857142857148,0.0,,,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03703703703703707,0.0
2019-04-10,,0.0,,0.0,0.0,0.0,0.0,0.0,-0.18181818181818185,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,-0.05263157894736847,0.0,,,,,0.0,0.0,0.06250000000000007,0.09090909090909087,0.0,0.0,0.0,0.0,0.09999999999999996,0.0,0.07142857142857129,0.0,0.0,0.05263157894736847,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13636363636363635,0.0,0.0
2019-04-11,,0.0,,0.0,0.0,0.0,-0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,-0.055555555555555455,0.0,,,,,0.0,0.2500000000000001,-0.05882352941176475,0.0,0.0,0.08333333333333341,0.0,0.0,0.09090909090909087,0.0,0.0,0.0,0.07692307692307697,0.0,,,0.0,0.0,0.0,-0.20000000000000004,0.0,0.0,-0.1904761904761904,0.0,0.0,0.0,-0.03571428571428574,0.0
2019-04-12,,-0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.12499999999999993,0.08333333333333341,0.0,0.07692307692307697,0.0,0.0,0.0,0.0,0.06666666666666674,0.0,0.07142857142857129,0.0,,,0.0,0.0,0.0,0.0,0.06250000000000007,-0.07142857142857148,0.0,0.0,0.0,0.0,0.0,0.0
