date,BJCORP-C10: CW BERJAYA CORPORATION BERHAD (MACQ),BJCORP-C11: CW BERJAYA CORPORATION BERHAD (RHB),BJCORP-C12: CW BERJAYA CORPORATION BERHAD (KIBB),CMSB-C14: CW CAHYA MATA SARAWAK BERHAD (MIBB),CMSB-C15: CW CAHYA MATA SARAWAK BERHAD (RHB),HAPSENG-CX: CW HAP SENG CONSOLIDATED BERHAD (CIMB),LAFMSIA-CE: CW LAFARGE MALAYSIA BERHAD (KIBB),PCHEM-C22: CW PETRONAS CHEMICALS GROUP BERHAD (RHB),PCHEM-C23: CW PETRONAS CHEMICALS GROUP BERHAD (MACQ),PCHEM-C24: CW PETRONAS CHEMICALS GROUP BERHAD (CIMB),PCHEM-C25: CW PETRONAS CHEMICALS GROUP BERHAD (KIBB),PCHEM-C26: CW PETRONAS CHEMICALS GROUP BERHAD (MACQ),PCHEM-C27: CW PETRONAS CHEMICALS GROUP BERHAD (MIBB),PCHEM-C28: CW PETRONAS CHEMICALS GROUP BERHAD (KIBB),PCHEM-C29: CW PETRONAS CHEMICALS GROUP BERHAD (AM),PCHEM-C30: CW PETRONAS CHEMICALS GROUP BERHAD (RHB),PCHEM-C31: CW PETRONAS CHEMICALS GROUP BERHAD (CIMB),PESTECH-CF: CW PESTECH INTERNATIONAL BERHAD (AM),PMETAL-C15: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),PMETAL-C16: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (KIBB),PMETAL-C17: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),PMETAL-C18: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MIBB),PMETAL-C19: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (RHB),PMETAL-C20: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),PMETAL-C21: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),PMETAL-C22: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (AM),PMETAL-C23: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MIBB),PMETAL-C24: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (KIBB),PMETAL-C25: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (RHB),PMETAL-C26: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),PMETAL-C27: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),PMETAL-C28: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (KIBB),SCIENTX-CF: CW SCIENTEX BERHAD (CIMB),SKPRES-CN: CW SKP RESOURCES BERHAD (AM),SKPRES-CO: CW SKP RESOURCES BERHAD (RHB),SKPRES-CP: CW SKP RESOURCES BERHAD (KIBB),SKPRES-CQ: CW SKP RESOURCES BERHAD (MIBB),SUNWAY-CR: CW SUNWAY BERHAD (KIBB),SUNWAY-CS: CW SUNWAY BERHAD (AM),UCHITEC-CD: CW UCHI TECHNOLOGIES BERHAD (AM),UCHITEC-CE: CW UCHI TECHNOLOGIES BERHAD (RHB),UCHITEC-CF: CW UCHI TECHNOLOGIES BERHAD (MIBB),VS-C10: CW V.S. INDUSTRY BERHAD (MACQ),VS-C11: CW V.S. INDUSTRY BERHAD (MIBB),VS-C12: CW V.S. INDUSTRY BERHAD (KIBB),VS-C13: CW V.S. INDUSTRY BERHAD (RHB),VS-C14: CW V.S. INDUSTRY BERHAD (MACQ),VS-C15: CW V.S. INDUSTRY BERHAD (MIBB),VS-C5: CW V.S. INDUSTRY BERHAD (MIBB),VS-C6: CW V.S. INDUSTRY BERHAD (RHB),VS-C7: CW V.S. INDUSTRY BERHAD (KIBB),VS-C8: CW V.S. INDUSTRY BERHAD (RHB),VS-C9: CW V.S. INDUSTRY BERHAD (KIBB)
2019-02-26,0.0,0.0,,0.0,0.04999999999999991,0.0,,0.0,0.0,0.3333333333333334,0.0,0.08695652173913039,0.0,0.035714285714285546,,,,0.0,-0.3,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.05128205128205133,-0.06250000000000007,,,,,,0.0,-0.2142857142857144,0.0,,0.0,0.0,0.0,0.0,,-0.09090909090909087,0.0,,,,,0.0,0.0,0.0,-0.05714285714285704,-0.10344827586206888
2019-02-27,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.07142857142857129,-0.040000000000000036,0.0,0.03448275862068969,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.0,0.0,0.0,-0.06666666666666654,,,,,-0.4333333333333333,0.0,0.09090909090909087,-0.14285714285714296,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,,0.0,0.04761904761904767,0.0,,0.0,0.0,0.0,-0.06666666666666654,-0.04166666666666659,0.0,-0.03333333333333337,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027027027027027053,0.0,,,,,0.0,0.0,-0.0833333333333333,0.0,,0.0,0.0,0.0,0.0,,0.04999999999999991,0.0,-0.4333333333333333,,,,0.0,0.0,0.0,0.030303030303030325,0.07692307692307697
2019-03-01,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.04347826086956513,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000004,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.2380952380952382,0.10810810810810806,0.1764705882352941,,,,1.0,0.0,0.0,0.1764705882352941,0.17857142857142852
2019-03-04,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,-0.06666666666666654,0.2,,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-0.11764705882352952,0.0,0.0,0.08333333333333341,,0.0,0.0,0.0,0.0,,-0.11538461538461538,0.0,-0.05000000000000005,-0.04166666666666659,,,0.0,0.0,0.0,-0.07500000000000008,-0.06060606060606065
2019-03-05,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714285714285546,0.0,,0.0,0.12499999999999993,0.0,0.0,0.0,0.0,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,,,,-0.06666666666666654,0.0,0.0,0.0,,0.0,0.0,-0.9375,0.0,,0.04347826086956513,0.0,0.05263157894736847,0.04347826086956513,,,0.0,0.0,0.0,0.054054054054054106,0.03225806451612906
2019-03-06,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,-0.5,0.0,-0.04166666666666659,0.2222222222222222,0.0,0.0,0.027777777777777804,,0.0,0.22222222222222227,0.0,-0.5,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.06666666666666674,,,,-0.2142857142857144,0.0,-0.09090909090909087,-0.15384615384615388,,0.0,0.0,0.0,0.0,,-0.0833333333333333,0.0,-0.10000000000000007,-0.04166666666666659,,,0.0,0.0,0.0,-0.05128205128205133,-0.06250000000000007
2019-03-07,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.4999999999999999,0.04347826086956513,0.0,0.03448275862068969,0.06896551724137938,0.054054054054054106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571425,0.0,,,,0.0,0.0,-0.10000000000000007,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.04347826086956525,,,-0.5,0.0,0.0,-0.027027027027027053,-0.03333333333333337
2019-03-08,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.4999999999999999,-0.13333333333333328,0.0,0.0,0.0,0.03225806451612906,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,-0.040000000000000036,,,0.2727272727272728,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,-0.0454545454545455,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.027777777777777804,0.0
2019-03-11,0.0,-0.1666666666666666,,0.0,0.09090909090909087,0.0,,0.0,0.0,0.0,0.0,0.0,-0.030303030303030325,0.0,-0.031250000000000035,0.0,0.04999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-0.04166666666666659,-0.0869565217391305,,-0.14285714285714296,0.0,0.0,0.0,0.0,0.0,-0.7142857142857143,0.0,0.0,0.0,-0.0952380952380952,0.0,-0.11111111111111106,-0.09090909090909087,,,0.0,0.0,0.0,0.0,-0.10344827586206888
2019-03-12,0.0,0.0,,0.0,0.04166666666666671,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.08695652173913039,0.19047619047619047,,-0.0833333333333333,0.0,0.0,-0.09090909090909087,-0.3,0.0,0.0,0.0,0.0,0.0,0.05263157894736847,0.0,0.0,0.04999999999999991,,,0.0,0.0,0.0,0.0,0.07692307692307697
2019-03-13,0.0,-0.20000000000000004,,0.0,0.0,0.0,,0.0,0.0,-0.3333333333333333,0.0,0.08333333333333341,0.0,0.0,0.0,-0.05128205128205133,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000007,0.040000000000000036,0.040000000000000036,,0.09090909090909087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04761904761904753,0.0,0.0,0.06250000000000007,0.0,,,0.0,0.0,0.0,0.0,-0.03571428571428574
2019-03-14,-0.5,0.0,,0.0,-0.040000000000000036,0.0,,0.0,0.0,0.4999999999999999,0.0,-0.038461538461538484,0.0,0.0,0.0,-0.027027027027027053,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05882352941176475,0.0,,,0.0,0.0,0.0,-0.02857142857142844,0.0
2019-03-15,0.0,0.0,,0.0,0.1250000000000001,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04761904761904753,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,0.07692307692307697,,0.0,0.0,0.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0,0.0,-0.05000000000000005,0.0,0.0,-0.04761904761904753,,,0.0,0.0,0.0,-0.05882352941176475,-0.03703703703703707
2019-03-18,0.0,0.0,,0.0,-0.03703703703703707,-0.2500000000000001,,0.0,0.0,0.0,0.0,0.0,-0.031250000000000035,0.0,0.0,0.0,0.0,,0.23076923076923075,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.12121212121212115,0.07142857142857129,0.10714285714285704,,0.0,0.0,0.11111111111111124,0.0,0.0454545454545455,0.0,,,0.0,0.0,-0.05263157894736847,0.0,0.0,-0.05000000000000005,,,0.0,0.0,0.0,0.0,0.0
2019-03-19,0.0,0.0,,0.0,-0.038461538461538484,0.0,,0.0,0.0,0.0,0.0,-0.16000000000000006,0.0,0.0,0.0,0.08333333333333341,0.0,,0.06250000000000007,,0.0,0.0,0.0,0.11111111111111124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09090909090909087,0.0,-0.10000000000000007,0.0,0.0,,,,0.0,0.0,-0.055555555555555455,0.0,-0.06250000000000007,0.0,,,0.0,0.0,0.0,0.0,-0.038461538461538484
2019-03-20,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0952380952380952,-0.06451612903225812,0.0,-0.06451612903225812,0.0,-0.10000000000000007,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027053,0.03333333333333337,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.1764705882352941,0.0,0.06666666666666674,0.15789473684210525,0.08333333333333341,,0.0,0.0,0.0,0.0,0.08000000000000007
2019-03-21,0.0,0.0,,0.0,-0.040000000000000036,0.0,,0.0,0.0,0.0,-0.23076923076923075,-0.1052631578947368,-0.06896551724137917,0.0,-0.06896551724137917,-0.07692307692307697,-0.11111111111111106,,-0.05882352941176475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,-0.03225806451612906,0.03225806451612906,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,-0.05000000000000005,0.0,0.0,-0.0454545454545455,0.07692307692307697,,0.0,0.0,0.0,0.0,0.0
2019-03-22,0.0,-0.2500000000000001,,0.0,-0.0833333333333333,0.0,,0.0,0.0,0.0,-0.10000000000000007,-0.05882352941176475,-0.03703703703703707,-0.2333333333333333,0.0,-0.055555555555555455,0.0,,0.12499999999999993,,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000000000000005,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.05263157894736847,0.0,0.06250000000000007,0.04761904761904767,0.07142857142857129,,0.0,0.0,0.0,0.031250000000000035,0.07407407407407393
2019-03-25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111111111106,0.0,0.0,0.0,0.0,0.029411764705882214,0.0,,-0.3888888888888888,,0.0,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,-0.09999999999999992,-0.15624999999999994,,0.0,0.0,0.0,0.0,-0.04347826086956525,,,,0.0,-0.05000000000000005,-0.05000000000000005,0.0,-0.05882352941176475,-0.09090909090909087,-0.06666666666666654,,0.0,0.0,0.0,0.0,-0.06896551724137917
2019-03-26,0.0,0.0,,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.12499999999999993,0.06250000000000007,0.0,0.0,0.0,0.0,0.0,,0.18181818181818185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13157894736842102,-0.03703703703703707,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.05263157894736847,0.0,0.06250000000000007,0.04999999999999991,0.0,,0.0,0.0,0.0,0.0,0.03703703703703707
2019-03-27,0.0,0.0,,0.0,0.0,0.0,0.4166666666666668,,0.0,0.0,0.0,0.0,0.0,0.0,0.03703703703703707,0.0,0.0,,-0.15384615384615388,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,-0.05000000000000005,0.0,-0.05882352941176475,-0.04761904761904753,0.0,,0.0,,0.0,0.0,-0.03571428571428574
2019-03-28,0.0,0.0,,0.0,0.09090909090909087,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.035714285714285546,0.0,0.12499999999999993,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538484,0.07407407407407393,,0.0,0.0,-0.11111111111111106,0.0,0.0,,,,0.0,0.0,0.1052631578947368,0.0,0.12499999999999993,0.09999999999999996,0.07142857142857129,,0.0,,0.0,0.0909090909090908,0.111111111111111
2019-03-29,0.0,0.3333333333333334,,0.0,-0.125,0.0,0.0,,0.0,0.0,0.0,0.05882352941176459,0.0,0.0,0.0,0.0571428571428572,0.0,,-0.09090909090909087,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06060606060606065,-0.07407407407407414,-0.13793103448275856,,0.0,0.0,0.0,0.0,0.0454545454545455,,,,0.0,0.0,0.0,0.0,0.0,0.0454545454545455,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.05882352941176475,,,0.0,0.0,0.0,0.0,0.04347826086956513,-0.034482758620689495,-0.027027027027027053,0.0,,0.09999999999999996,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.15789473684210525,0.0,0.0,0.040000000000000036,0.0,0.08333333333333341,0.0,0.0,0.0,-0.04347826086956525,,,,0.0,0.0,-0.04761904761904753,0.0,-0.055555555555555455,-0.04347826086956525,0.0,-0.030303030303030325,,,0.0,0.0,-0.03333333333333337
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999993,,,0.0,0.0,0.0,0.0,0.0,0.035714285714285546,0.0,-0.055555555555555455,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038461538461538484,0.0,-0.07692307692307697,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.06666666666666654,0.0,,,0.0,0.0,0.0
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,0.0,-0.11111111111111106,0.0,0.0,-0.04166666666666659,-0.06896551724137917,-0.027777777777777804,0.0,,0.18181818181818185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08000000000000007,0.0,0.0,0.0,0.0,0.12499999999999993,0.0,0.0454545454545455,,,,0.0,0.05263157894736847,0.0,0.0,0.05882352941176459,0.0,0.07142857142857129,0.031250000000000035,,,0.0,0.0,0.03448275862068969
2019-04-04,0.0,0.2500000000000001,0.0,0.0,0.2380952380952382,0.0,-0.04761904761904753,,,0.0,0.0,0.0,0.0,0.0,0.03703703703703707,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03703703703703707,0.0,0.0,0.0,0.0,0.11111111111111124,0.09999999999999996,0.04347826086956513,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.03333333333333337
2019-04-05,0.0,0.0,0.0,0.0,0.15384615384615374,0.0,-0.05000000000000005,,,0.0,0.0,0.0,0.0,0.0,-0.03571428571428574,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.04999999999999991,0.0,0.0,0.0454545454545455,0.06666666666666674,0.06060606060606049,,,0.0,0.0,0.0
2019-04-08,0.0,-0.20000000000000004,0.0,0.0,0.0,0.0,-0.15789473684210525,,,0.0,0.0,-0.11111111111111106,0.0,0.0,0.0,0.0,0.0,,-0.15384615384615388,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038461538461538484,0.0,0.0,0.0,,-0.20000000000000004,0.0,-0.04166666666666659,,,,0.0,0.0,0.04761904761904767,0.0,0.05555555555555562,0.04347826086956513,0.0,0.0,,,0.0,0.05555555555555562,0.03225806451612906
2019-04-09,0.0,0.0,0.0,0.0,-0.03333333333333337,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09090909090909087,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,-0.1666666666666666,,0.2500000000000001,0.0,0.04347826086956513,,,,0.0,0.0,-0.0454545454545455,0.0,-0.05263157894736847,-0.04166666666666659,-0.06250000000000007,0.0,,,0.0,0.0,-0.031250000000000035
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.12499999999999993,-0.11538461538461538,-0.13043478260869565,-0.1111111111111112,-0.08571428571428563,-0.11764705882352952,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538484,0.0,0.0,,0.09999999999999996,0.0,0.04166666666666671,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666674,-0.02857142857142844,,,0.0,-0.02631578947368424,0.0
2019-04-11,0.0,0.0,0.0,0.0,0.03448275862068969,0.0,-0.12499999999999993,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06666666666666654,,0.08333333333333341,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03703703703703707,0.0,0.09999999999999996,,-0.09090909090909087,0.0,-0.040000000000000036,,,,0.0,0.0,-0.04761904761904753,0.0,0.0,-0.04347826086956525,-0.06250000000000007,-0.029411764705882373,,,0.0,0.0,-0.03225806451612906
2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857129,,,-0.6666666666666666,-0.375,-0.14285714285714296,-0.13043478260869565,-0.10000000000000007,-0.0833333333333333,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612906,0.0,,0.0,-0.09090909090909087,0.0,,,,0.0,0.0,-0.05000000000000005,-0.19512195121951206,-0.055555555555555455,0.0,0.0,-0.030303030303030325,,,0.0,0.0,0.0
