date,BJTOTO-CW: CW BERJAYA SPORTS TOTO BERHAD (MACQ),E&O-C13: CW EASTERN & ORIENTAL BERHAD (MACQ),E&O-C14: CW EASTERN & ORIENTAL BERHAD (RHB),E&O-C15: CW EASTERN & ORIENTAL BERHAD (KIBB),ECOWLD-CQ: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MIBB),ECOWLD-CS: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MACQ),ECOWLD-CT: CW ECO WORLD DEVELOPMENT GROUP BERHAD (KIBB),IOIPG-CU: CW IOI PROPERTIES GROUP BERHAD (AM),IOIPG-CV: CW IOI PROPERTIES GROUP BERHAD (RHB),MAHSING-C17: CW MAH SING GROUP BERHAD (MACQ),MAHSING-C18: CW MAH SING GROUP BERHAD (RHB),MAHSING-C19: CW MAH SING GROUP BERHAD (KIBB),MRCB-C34: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),MRCB-C35: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),MRCB-C36: CW MALAYSIAN RESOURCES CORPORATION BERHAD (AM),MRCB-C37: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),MRCB-C38: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),MRCB-C39: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),MRCB-C40: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MIBB),MRCB-C41: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB),MRCB-C42: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),MRCB-C43: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),MRCB-C44: CW MALAYSIAN RESOURCES CORPORATION BERHAD (RHB),SIMEPROP-CG: CW SIME DARBY PROPERTY BERHAD (MIBB),SIMEPROP-CH: CW SIME DARBY PROPERTY BERHAD (MACQ),SIMEPROP-CI: CW SIME DARBY PROPERTY BERHAD (KIBB),SIMEPROP-CJ: CW SIME DARBY PROPERTY BERHAD (CIMB),SIMEPROP-CK: CW SIME DARBY PROPERTY BERHAD (RHB),SIMEPROP-CL: CW SIME DARBY PROPERTY BERHAD (KIBB),SIMEPROP-CM: CW SIME DARBY PROPERTY BERHAD (MIBB),SPSETIA-C10: CW S P SETIA BERHAD (CIMB),SPSETIA-C11: CW S P SETIA BERHAD (RHB),SPSETIA-C12: CW S P SETIA BERHAD (KIBB),SPSETIA-C13: CW S P SETIA BERHAD (MACQ),SPSETIA-C14: CW S P SETIA BERHAD (CIMB),SPSETIA-C15: CW S P SETIA BERHAD (RHB),SPSETIA-C16: CW S P SETIA BERHAD (MIBB),SPSETIA-C9: CW SP SETIA BERHAD (RHB),UEMS-C64: CW UEM SUNRISE BERHAD (MIBB),UEMS-C65: CW UEM SUNRISE BERHAD (MACQ),UEMS-C66: CW UEM SUNRISE BERHAD (KIBB)
2019-02-26,0.07142857142857129,,,,0.0,0.0,0.0,0.0,0.02040816326530614,0.0,0.0,0.0,0.0,0.0,0.0,-0.1052631578947368,-0.13333333333333328,-0.07407407407407414,-0.1052631578947368,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.03333333333333337,0.023809523809523832,,,0.0,0.0,-0.055555555555555455,0.07142857142857129
2019-02-27,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2142857142857144,-0.05882352941176475,0.0,0.0,0.0,-0.03571428571428574,,,,0.0,0.0,0.0,0.0,0.0,,,-0.4000000000000001,-0.09090909090909098,0.0,0.0,-0.06976744186046505,,,0.0,0.0,0.0,-0.06666666666666654
2019-02-28,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,-0.040000000000000036,0.0,-0.03703703703703707,0.0,,,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.5666666666666667,,-0.5,-0.4,-0.3823529411764707,-0.3103448275862068,-0.2500000000000001,,,0.0,0.0,0.0,0.0
2019-03-01,0.0,,,,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,-0.09090909090909087,0.0,0.0,0.0,-0.029411764705882373,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-0.15384615384615388,,-0.3333333333333333,-0.22222222222222213,0.0,-0.20000000000000004,-0.2333333333333333,,,0.0,0.0,-0.05882352941176475,0.0
2019-03-04,0.13333333333333347,,,,0.0,0.0,0.0,0.0,-0.025000000000000026,0.0,0.0,0.0,0.0,0.0,0.09999999999999996,0.0,0.08333333333333341,0.0,0.0,0.038461538461538484,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-03-05,0.0,,,,0.0,0.0,0.0,0.0,-0.12820512820512814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03703703703703707,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.06250000000000007,0.0
2019-03-06,-0.05882352941176475,,,,0.0,0.0,0.0,0.0,0.08823529411764698,0.0,0.0,-0.14285714285714296,0.0,0.0,0.18181818181818185,0.1875,0.07692307692307697,0.1250000000000001,0.0909090909090908,0.11538461538461528,0.09090909090909087,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-03-07,-0.06250000000000007,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,0.0,0.14285714285714274,0.07407407407407393,0.0,0.06896551724137938,0.08333333333333341,,,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,,0.0,0.0,0.0,0.0
2019-03-08,0.0,-0.04761904761904753,,,0.0,0.0,0.0,0.0,0.054054054054054106,0.0,0.0,0.0,-0.5,0.0,-0.07142857142857148,0.0,0.0,-0.06896551724137917,0.0,0.0,-0.07692307692307697,0.0,,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2019-03-11,-0.13333333333333328,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15384615384615388,-0.05263157894736847,-0.1875,-0.03703703703703707,0.0,-0.096774193548387,0.0,-0.10000000000000007,,0.0,0.0,0.0,0.0,-0.22222222222222213,0.0,,0.0,0.0,0.0,0.06250000000000007,-0.038461538461538484,0.0,0.0,0.0,0.0,-0.05882352941176475,0.0
2019-03-12,-0.07692307692307697,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909087,0.0,0.0,0.0,0.0,0.07142857142857129,0.0,0.05555555555555562,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07142857142857148
2019-03-13,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.12820512820512814,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,-0.055555555555555455,0.0,0.0,0.0,-0.06666666666666654,0.0,-0.05263157894736847,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,-0.07692307692307697
2019-03-14,0.0,0.0,,,0.0,0.0,0.0,0.0,-0.029411764705882373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555562,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-15,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05263157894736847,,0.0,0.0,0.0,0.0,0.28571428571428553,0.18181818181818185,,0.0,0.0,0.0,0.0,-0.07999999999999996,0.0,0.0,0.0,0.0,0.06666666666666674,0.0
2019-03-18,0.0,0.09999999999999996,,,0.0,0.0,0.0,,-0.09090909090909098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027777777777777804,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,0.0,0.0,0.0,0.0
2019-03-19,0.0,-0.0454545454545455,,,0.0,0.0,0.0,,-0.06666666666666654,0.0,0.0,0.0,0.0,,-0.18181818181818185,-0.05882352941176475,0.0,-0.038461538461538484,0.0,0.0,-0.0833333333333333,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.0,0.04761904761904767,,,0.0,0.0,0.0,,-0.07142857142857148,0.0,0.0,-0.1666666666666666,0.0,,0.0,0.0,-0.07692307692307697,0.040000000000000036,-0.05714285714285704,0.035714285714285546,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.23529411764705885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-21,0.0,-0.0454545454545455,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.06250000000000007,0.08333333333333341,0.15384615384615374,0.030303030303030325,0.06896551724137938,0.0,0.05555555555555562,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.12499999999999993,0.25
2019-03-22,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.11111111111111124,-0.05882352941176475,0.0,-0.13333333333333328,0.0,-0.096774193548387,0.0,0.05263157894736847,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-0.14285714285714296,0.0,-0.0833333333333333,-0.0869565217391305,0.0,-0.06666666666666654,0.0,0.0,-0.055555555555555455,0.0
2019-03-25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.20000000000000004,0.0,,0.0,0.0,0.0,-0.038461538461538484,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,,0.0,0.0,-0.07692307692307697,,0.0,0.08333333333333341,0.0,0.0,0.04761904761904767,0.0,0.0,0.0,0.0,0.0,-0.2
2019-03-26,0.0,0.0,0.0,,0.0,0.0,-0.8666666666666667,,0.0,0.0,0.0,0.0,0.0,,0.0,0.06250000000000007,0.0,0.1200000000000001,0.0,0.0,0.0,0.05555555555555562,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1764705882352941,-0.0833333333333333
2019-03-27,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.1999999999999999,0.11764705882352935,0.07692307692307697,0.035714285714285546,0.0,0.10714285714285704,0.0,0.05263157894736847,-0.4,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0454545454545455,0.0,0.0,,0.0,0.0,-0.09090909090909087
2019-03-28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.05263157894736847,0.0,0.06896551724137938,0.0,0.12903225806451607,0.0,0.04999999999999991,0.05555555555555562,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-03-29,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.23076923076923075,0.0,0.0,0.0,0.0,,0.08333333333333341,0.0,0.07142857142857129,-0.03225806451612906,0.0,0.0285714285714286,0.0,0.04761904761904767,0.0,0.0,0.0,,0.0,0.0,0.0,0.1250000000000001,0.0,0.0,0.05555555555555562,0.18181818181818185,0.2380952380952382,0.0,0.07142857142857129,,0.0,0.0,0.09999999999999996
2019-04-01,0.08333333333333341,0.0,0.0,0.0,,0.0,0.0,,-0.20000000000000004,,0.0,0.0,,,0.23076923076923075,0.1999999999999999,0.13333333333333347,0.06666666666666674,0.0,0.13888888888888887,0.0,0.09090909090909087,0.1052631578947368,,,,0.0,0.0,0.08333333333333341,-0.03703703703703707,0.0,0.0,-0.15789473684210525,-0.07692307692307697,-0.15384615384615388,0.0,0.0,,0.0,0.07142857142857129,0.09090909090909087
2019-04-02,0.0,0.0,0.0,0.0,,0.0,0.0,,0.06250000000000007,,0.0,0.0,,,0.0,-0.0833333333333333,0.0,0.06250000000000007,0.0,-0.04878048780487796,0.3636363636363636,-0.04166666666666659,-0.04761904761904753,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0454545454545455,0.0,0.0,,0.0,0.0,0.0
2019-04-03,0.0,0.0,-0.4333333333333333,-0.3,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0454545454545455,0.0,0.0,0.0,0.05128205128205118,0.0,0.08695652173913039,0.04999999999999991,,,,0.0,0.0,0.0,-0.038461538461538484,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,,0.0,0.0,0.0
2019-04-04,0.0,0.0,0.0,0.0,,0.0,0.0,,0.2352941176470587,,0.0,-0.2500000000000001,,,0.0,0.0,0.0,0.029411764705882214,0.0,-0.02439024390243891,0.0,0.0,-0.04761904761904753,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809533,0.0,0.0,,0.0,-0.06666666666666654,0.0
2019-04-05,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.04347826086956513,0.0,-0.05714285714285704,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2019-04-08,0.0,-0.04761904761904753,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.08333333333333341,0.1764705882352941,0.15151515151515146,0.0,0.22499999999999992,0.2,0.15999999999999992,0.1999999999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,0.0,0.0,,0.0,0.0,-0.0833333333333333
2019-04-09,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.11538461538461528,0.04999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07142857142857129,0.0
2019-04-10,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,-0.034482758620689495,-0.04761904761904753,-0.05263157894736847,0.0,-0.02040816326530614,0.0,-0.034482758620689495,0.0,,,,0.0,0.0,-0.07142857142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13333333333333347,0.09090909090909087
2019-04-11,0.0,0.0,0.0,-0.04761904761904753,,0.0,-0.5,,-0.14285714285714285,,0.0,0.0,,,,0.0,-0.05000000000000005,0.0,0.0,-0.06249999999999994,-0.055555555555555455,-0.03571428571428574,-0.04166666666666659,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909087,0.0,0.0,0.0,,0.375,0.2352941176470587,0.3333333333333334
2019-04-12,0.0,0.0,0.0,0.0,,0.0,0.0,,-0.11111111111111106,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.03703703703703707,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,0.0,0.0,,0.0,-0.04761904761904753,-0.12499999999999993
